,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
86,18876,ApeCoin,APE,apecoin-ape,342,2022-03-17T12:26:36.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'entertainment', 'dao', 'governance', 'metaverse', 'animoca-brands-portfolio']",1000000000.0,368593750.0,1000000000.0,False,,87,,,,2023-12-14T20:34:00.000Z,1.7767519548070951,98592557.93512504,17.274,-1.03644581,0.67548084,8.6295001,29.00681997,66.54128363,61.2697808,654899665.8421777,0.0405,1776751954.81,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4d224452801aced8b2f0aebe155379bb5d594381,2023-12-14 15:36:36.879321
87,7186,PancakeSwap,CAKE,pancakeswap,1228,2020-09-25T00:00:00.000Z,"['collectibles-nfts', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'yield-farming', 'amm', 'binance-smart-chain', 'dex', 'governance', 'aptos-ecosystem']",750000000.0,263688687.7794767,388278170.2781238,False,,88,,,0.44236876,2023-12-14T20:35:00.000Z,2.4136876011151296,83795568.78233013,-3.9185,-0.3849678,-1.61512034,-0.38806651,7.55310967,112.54500154,108.99521053,636462116.2476416,0.0394,1810265700.84,1438759189.3810499,2023-12-14T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x152649eA73beAb28c5b49B26eb48f7EAD6d4c898,2023-12-14 15:36:36.879321
88,5632,Arweave,AR,arweave,102,2020-05-27T00:00:00.000Z,"['distributed-computing', 'filesharing', 'storage', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'web3', 'egirl-capital-portfolio']",66000000.0,65454185.0,65454185.0,False,,89,,,,2023-12-14T20:34:00.000Z,9.617802757281337,53467924.28002326,146.5079,-0.54179647,15.6441874,15.59479155,28.70808642,145.26545504,115.91776705,629525440.9686028,0.039,634774981.98,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
89,12220,Osmosis,OSMO,osmosis,244,2021-09-30T16:58:27.000Z,"['cosmos-ecosystem', 'injective-ecosystem', 'modular-blockchain']",1000000000.0,492590761.0,587378721.0,False,,90,,,,2023-12-14T20:34:00.000Z,1.224706503149318,58685893.92870311,15.6485,0.91946441,15.1866111,64.63232613,100.52361486,369.6597084,271.95700876,603279108.3879715,0.0374,1224706503.15,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
90,20314,Terra,LUNA,terra-luna-v2,142,2022-05-26T12:47:26.000Z,['alleged-sec-securities'],,604522295.344283,1004262701.0,True,,91,604522295.344283,598580646.3654389,,2023-12-14T20:34:00.000Z,0.9901713319349781,103471465.42942443,8.6931,-0.52911288,0.19927544,-1.73331148,40.14830562,141.68167672,150.34138038,598580646.3654389,0.0371,994392136.26,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
91,2299,aelf,ELF,aelf,96,2017-12-21T00:00:00.000Z,"['marketplace', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'huobi-capital-portfolio', 'bnb-chain']",1000000000.0,712148344.40919,1000000000.0,False,,92,,,,2023-12-14T20:35:00.000Z,0.8376295277708883,53105232.66879443,-26.854,0.27765959,-0.98930153,41.66883188,108.34030553,150.43284307,136.12454841,596516481.4302897,0.0369,837629527.77,,2023-12-14T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xbf2179859fc6D5BEE9Bf9158632Dc51678a4100e,2023-12-14 15:36:36.879321
92,6538,Curve DAO Token,CRV,curve-dao-token,603,2020-08-14T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'governance', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'optimism-ecosystem', 'dwf-labs-portfolio']",3303030299.0,936448001.0,2050323184.5438995,False,,93,,,0.13748277,2023-12-14T20:34:00.000Z,0.6352810506928511,72404736.95901844,-4.1506,-0.27332371,-0.31206082,-1.13905962,13.94328762,44.31934629,51.74731743,594907669.9945,0.0369,2098352558.82,4327143445.31388,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xD533a949740bb3306d119CC777fa900bA034cd52,2023-12-14 15:36:36.879321
93,7653,Oasis Network,ROSE,oasis-network,105,2020-11-12T00:00:00.000Z,"['cosmos-ecosystem', 'ai-big-data', 'collectibles-nfts', 'defi', 'privacy', 'scaling', 'smart-contracts', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'injective-ecosystem']",10000000000.0,6713599876.0,10000000000.0,False,,94,,,,2023-12-14T20:34:00.000Z,0.0877373890375709,52933684.89576969,34.3742,0.84889284,6.94836647,8.56022831,27.64374012,115.89006882,117.45390925,589033724.1631998,0.0365,877373890.38,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x26B80FBfC01b71495f477d5237071242e0d959d7,2023-12-14 15:36:36.879321
94,24478,Pepe,PEPE,pepe,310,2023-04-17T06:18:08.000Z,['memes'],420690000000000.0,417481332889206.1,420689899999994.8,False,,95,420690000000000.0,591725306.1146723,,2023-12-14T20:34:00.000Z,1.406559000961925e-06,145737490.89738742,32.506,-1.25866242,-0.13662692,-7.77814355,21.78862677,111.35375501,109.48560949,587212126.5088947,0.0364,591725306.11,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,2023-12-14 15:36:36.879321
95,1659,Gnosis,GNO,gnosis-gno,165,2017-05-01T00:00:00.000Z,"['services', 'decentralized-exchange-dex-token', 'defi', 'prediction-markets', 'kenetic-capital-portfolio', 'arbitrum-ecosytem']",3000000.0,2589588.0,3000000.0,False,,96,,,,2023-12-14T20:34:00.000Z,222.850913973558,11409959.79938938,3.598,-0.59371189,-0.96697646,-1.17172542,31.29635043,138.26645581,122.17971987,577092052.614958,0.0357,668552741.92,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6810e776880c02933d47db1b9fc05908e5386b96,2023-12-14 15:36:36.879321
96,2943,Rocket Pool,RPL,rocket-pool,120,2018-07-17T00:00:00.000Z,"['defi', 'liquid-staking-derivatives']",,19916752.6973577,19916752.6973577,False,,97,19916752.697357696,558009951.3837459,,2023-12-14T20:34:00.000Z,28.01711503189853,6576536.01280737,33.432,-0.53806774,1.33577236,-8.62178052,-1.1328926,42.65770513,26.65388515,558009951.383746,0.0346,558009951.38,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,2023-12-14 15:36:36.879321
97,3773,Fetch.ai,FET,fetch,203,2019-03-02T00:00:00.000Z,"['cosmos-ecosystem', 'ai-big-data', 'collectibles-nfts', 'iot', 'binance-launchpad', 'web3', 'injective-ecosystem', 'generative-ai', 'dwf-labs-portfolio']",,824091047.0053011,1152997575.0,False,,98,,,,2023-12-14T20:34:00.000Z,0.6695736808573575,194365102.14614192,-41.805,-0.62641903,6.20437751,28.22951826,75.47853169,215.40489904,188.15793218,551789675.704933,0.0342,772016830.31,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
98,23149,Sei,SEI,sei,104,2023-08-14T07:35:00.000Z,"['coinbase-ventures-portfolio', 'multicoin-capital-portfolio', 'layer-1', 'jump-crypto', 'sei-ecosystem']",,2175000000.0,10000000000.0,False,,99,,,,2023-12-14T20:34:00.000Z,0.25190981939246954,171593799.00413704,26.861,-0.38468215,1.49756924,-8.53813028,68.03429231,144.16652451,102.59883394,547903857.1786213,0.0339,2519098193.92,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
99,23121,Blur,BLUR,blur-token,174,2023-02-13T15:07:24.000Z,"['collectibles-nfts', 'egirl-capital-portfolio']",,1154265029.4901066,3000000000.0,False,,100,82565477.1689498,38500955.057183266,,2023-12-14T20:34:00.000Z,0.46630815175210094,119586979.8001271,-8.4497,-0.16250281,0.68750048,-5.20151547,36.96123945,185.84077348,161.10302541,538243192.533616,0.0333,1398924455.26,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x5283d291dbcf85356a21ba090e6db59121208b44,2023-12-14 15:36:36.879321
